sku,name,warehouse,stock,reorder,cost
SKU-EL-33263,Cable - 120mm PWM,West Coast Dist,293,438,$340.64
PRD-HW-30088,HDD - Wireless,Express Logistics (WH-03),4328,459,$460.81
SKU-EL-31010,Cable - 1TB NVMe,Regional Depot (WH-02),4906,89,$759.41
PRD-HW-23391,Motherboard - 27-inch 4K,Express Logistics (WH-03),3334,421,$718.62
SKU-EL-48325,Cable - 2TB 7200RPM,East Coast Fulfillment,1228,289,$775.04
COMP-72233,Power Supply - Intel Core i7,Regional Depot (WH-02),4532,160,$153.62
COMP-52665,Keyboard - ATX,West Coast Dist,2713,389,$538.86
SKU-EL-61557,Monitor - RTX 4070,East Coast Fulfillment,3920,465,$398.24
SKU-EL-41997,CPU - Mid-Tower,West Coast Dist,985,68,$107.90
SKU-EL-84576,Keyboard - Mid-Tower,East Coast Fulfillment,3767,139,$66.42
PRD-HW-3448,Keyboard - USB-C 2m,West Coast Dist,426,17,$489.83
SKU-EL-33119,SSD - Intel Core i7,Express Logistics (WH-03),4081,231,$258.59
COMP-89265,Motherboard - 1TB NVMe,West Coast Dist,4953,53,$135.27
PWR-47111,Cooling Fan - 1TB NVMe,Regional Depot (WH-02),838,408,$56.53
SKU-EL-35715,Power Supply - Intel Core i7,Express Logistics (WH-03),1277,426,$404.45
COMP-43614,Mouse - USB-C 2m,Express Logistics (WH-03),2896,58,$384.61
PRD-HW-13877,Monitor - RTX 4070,Express Logistics (WH-03),2082,418,$591.48
COMP-32923,SSD - Mid-Tower,Regional Depot (WH-02),2367,130,$430.94
COMP-33510,Keyboard - Mechanical RGB,Central Hub (WH-01),2184,367,$169.59
MOD-82260,HDD - USB-C 2m,Central Hub (WH-01),3744,137,$160.94
PWR-85549,Keyboard - Intel Core i7,West Coast Dist,3057,477,$618.03
PWR-14427,CPU - RTX 4070,Express Logistics (WH-03),4294,85,$435.34
PRD-HW-90408,Monitor - 850W Gold,Express Logistics (WH-03),501,370,$484.10
COMP-89637,Mouse - 32GB DDR5,Central Hub (WH-01),299,442,$556.04
PWR-36832,RAM - USB-C 2m,Central Hub (WH-01),541,15,$119.59
MOD-28726,Cable - 2TB 7200RPM,East Coast Fulfillment,638,16,$599.27
PWR-12704,SSD - Mechanical RGB,Regional Depot (WH-02),4432,421,$311.93
PRD-HW-62334,Case - Mid-Tower,Regional Depot (WH-02),2268,445,$798.87
PWR-8664,Case - Intel Core i7,West Coast Dist,3941,370,$85.75
PWR-9866,Mouse - 2TB 7200RPM,Express Logistics (WH-03),1534,470,$453.97
PRD-HW-34143,RAM - Mid-Tower,East Coast Fulfillment,2060,218,$465.72
SKU-EL-92884,Power Supply - USB-C 2m,West Coast Dist,3332,321,$255.11
MOD-66720,GPU - 27-inch 4K,Express Logistics (WH-03),2553,74,$267.07
MOD-91124,HDD - 1TB NVMe,Central Hub (WH-01),1926,365,$38.34
SKU-EL-39993,CPU - 32GB DDR5,West Coast Dist,878,60,$205.46
PWR-80232,Mouse - Wireless,East Coast Fulfillment,4890,262,$683.45
PWR-99481,RAM - 120mm PWM,West Coast Dist,4114,322,$395.43
PRD-HW-78892,SSD - Intel Core i7,Central Hub (WH-01),3779,218,$459.94
COMP-10580,Power Supply - Wireless,East Coast Fulfillment,2456,36,$441.82
SKU-EL-40674,Monitor - Mechanical RGB,Express Logistics (WH-03),2965,30,$316.32
SKU-EL-73271,Power Supply - 120mm PWM,East Coast Fulfillment,1445,202,$70.66
PWR-34466,CPU - 2TB 7200RPM,East Coast Fulfillment,1758,81,$22.72
PWR-13461,HDD - 1TB NVMe,Express Logistics (WH-03),2637,401,$590.71
SKU-EL-79321,SSD - 27-inch 4K,Central Hub (WH-01),3738,164,$561.86
COMP-40377,HDD - 1TB NVMe,East Coast Fulfillment,459,479,$779.11
MOD-56454,Monitor - USB-C 2m,Regional Depot (WH-02),2425,436,$461.26
MOD-24821,Monitor - USB-C 2m,Central Hub (WH-01),4136,432,$77.67
SKU-EL-94414,RAM - 2TB 7200RPM,Regional Depot (WH-02),3222,30,$342.70
SKU-EL-40527,SSD - 27-inch 4K,West Coast Dist,1656,216,$435.38
SKU-EL-84022,SSD - 1TB NVMe,Express Logistics (WH-03),2170,335,$389.07
MOD-86956,SSD - 27-inch 4K,Central Hub (WH-01),4222,374,$209.01
PWR-59484,GPU - RTX 4070,East Coast Fulfillment,3101,206,$72.83
PWR-75017,Monitor - Wireless,Express Logistics (WH-03),2085,419,$459.00
COMP-15249,SSD - RTX 4070,West Coast Dist,3744,332,$573.92
PWR-40800,SSD - RTX 4070,Regional Depot (WH-02),4691,62,$265.08
MOD-40724,RAM - Wireless,East Coast Fulfillment,2176,340,$132.66
MOD-1207,RAM - Mid-Tower,Regional Depot (WH-02),4271,198,$20.91
PWR-57865,GPU - 1TB NVMe,East Coast Fulfillment,4419,107,$329.10
MOD-57307,SSD - ATX,West Coast Dist,4135,202,$183.58
SKU-EL-34489,Cable - 1TB NVMe,Regional Depot (WH-02),3503,386,$614.95
SKU-EL-11486,Power Supply - RTX 4070,Central Hub (WH-01),3907,164,$47.52
COMP-47133,Keyboard - 32GB DDR5,East Coast Fulfillment,2335,192,$500.88
COMP-51469,Case - 27-inch 4K,Regional Depot (WH-02),543,436,$357.30
MOD-92845,Cooling Fan - 27-inch 4K,East Coast Fulfillment,1989,232,$160.01
PWR-54654,GPU - 1TB NVMe,East Coast Fulfillment,2350,191,$76.02
MOD-23924,Motherboard - RTX 4070,Regional Depot (WH-02),1155,166,$792.44
COMP-9224,SSD - 1TB NVMe,West Coast Dist,2766,194,$368.07
PWR-94565,Case - 120mm PWM,East Coast Fulfillment,2780,81,$316.62
PRD-HW-64742,Mouse - Mid-Tower,Central Hub (WH-01),2208,222,$790.10
SKU-EL-90104,GPU - ATX,East Coast Fulfillment,3156,158,$393.63
SKU-EL-18850,Monitor - 1TB NVMe,West Coast Dist,406,450,$100.27
PWR-94078,Mouse - 850W Gold,Regional Depot (WH-02),531,318,$727.59
PRD-HW-5255,Mouse - 2TB 7200RPM,West Coast Dist,3796,75,$617.41
PWR-78003,Power Supply - USB-C 2m,East Coast Fulfillment,153,32,$629.97
MOD-69774,RAM - 2TB 7200RPM,West Coast Dist,3224,357,$47.02
PRD-HW-44695,CPU - Mid-Tower,Central Hub (WH-01),1139,479,$723.61
MOD-27654,Case - 32GB DDR5,Express Logistics (WH-03),1740,101,$555.07
COMP-45918,Mouse - Wireless,Central Hub (WH-01),856,46,$12.28
MOD-85119,RAM - 2TB 7200RPM,Central Hub (WH-01),3338,187,$184.91
MOD-56825,GPU - 27-inch 4K,Central Hub (WH-01),4262,400,$220.55
MOD-56140,SSD - Intel Core i7,Central Hub (WH-01),2457,336,$640.94
MOD-25993,Cable - RTX 4070,West Coast Dist,263,251,$51.49
MOD-76834,GPU - 27-inch 4K,West Coast Dist,4799,402,$119.48
MOD-83901,RAM - Wireless,Regional Depot (WH-02),1663,191,$201.00
SKU-EL-42928,Power Supply - 120mm PWM,Regional Depot (WH-02),275,182,$200.38
PWR-83345,CPU - 120mm PWM,Regional Depot (WH-02),358,364,$689.96
PRD-HW-21242,Monitor - RTX 4070,West Coast Dist,3161,284,$450.59
SKU-EL-69367,Monitor - 27-inch 4K,Regional Depot (WH-02),1939,384,$121.29
MOD-34822,Power Supply - 32GB DDR5,East Coast Fulfillment,2054,162,$324.91
MOD-99615,Case - 120mm PWM,Central Hub (WH-01),4701,233,$213.81
SKU-EL-15996,RAM - Intel Core i7,West Coast Dist,2657,263,$184.15
PWR-24905,Power Supply - 2TB 7200RPM,East Coast Fulfillment,3135,372,$478.47
COMP-92027,Cooling Fan - 850W Gold,Express Logistics (WH-03),4371,384,$649.00
SKU-EL-40324,Cooling Fan - Intel Core i7,Central Hub (WH-01),2051,30,$17.94
COMP-9812,Cooling Fan - 850W Gold,West Coast Dist,4540,339,$366.91
PWR-36524,Mouse - 850W Gold,West Coast Dist,2577,171,$296.68
PWR-29297,GPU - 120mm PWM,Express Logistics (WH-03),2257,311,$736.21
SKU-EL-38698,HDD - 850W Gold,Central Hub (WH-01),969,282,$740.75
COMP-84837,SSD - RTX 4070,East Coast Fulfillment,4516,236,$627.36
SKU-EL-1566,Mouse - Mechanical RGB,Express Logistics (WH-03),3549,490,$429.72
PRD-HW-94689,HDD - 850W Gold,East Coast Fulfillment,1213,95,$706.02
COMP-39699,Power Supply - 32GB DDR5,Regional Depot (WH-02),2896,107,$117.71
SKU-EL-83308,Cooling Fan - Mid-Tower,Express Logistics (WH-03),622,428,$634.07
PWR-44180,GPU - 27-inch 4K,East Coast Fulfillment,2001,377,$375.00
PWR-41459,Case - Wireless,Express Logistics (WH-03),1302,462,$564.15
PWR-3498,HDD - USB-C 2m,Regional Depot (WH-02),2954,346,$566.43
COMP-23126,Cooling Fan - Mid-Tower,West Coast Dist,642,333,$117.00
COMP-9326,RAM - USB-C 2m,Express Logistics (WH-03),2095,147,$622.00
PWR-51140,GPU - USB-C 2m,East Coast Fulfillment,1984,329,$569.46
COMP-3145,GPU - Intel Core i7,Express Logistics (WH-03),2735,491,$782.17
PWR-80508,Monitor - Mechanical RGB,West Coast Dist,1020,362,$736.50
PRD-HW-42180,CPU - 2TB 7200RPM,Express Logistics (WH-03),1846,136,$206.75
SKU-EL-21446,Mouse - Mid-Tower,Regional Depot (WH-02),1656,391,$461.92
MOD-35407,CPU - Mechanical RGB,West Coast Dist,2742,441,$352.73
SKU-EL-87341,Motherboard - USB-C 2m,Express Logistics (WH-03),1656,487,$83.50
COMP-4060,Cooling Fan - USB-C 2m,Central Hub (WH-01),559,349,$744.21
SKU-EL-80588,Case - ATX,Express Logistics (WH-03),3047,199,$42.93
MOD-64910,GPU - USB-C 2m,Central Hub (WH-01),2613,183,$255.90
COMP-59773,SSD - USB-C 2m,Express Logistics (WH-03),1621,140,$759.67
MOD-57733,Motherboard - Mechanical RGB,East Coast Fulfillment,3226,91,$520.63
SKU-EL-4499,Motherboard - Mid-Tower,West Coast Dist,3225,168,$249.79
PRD-HW-28289,Mouse - 32GB DDR5,Regional Depot (WH-02),3765,31,$749.69
SKU-EL-82633,Keyboard - 32GB DDR5,Regional Depot (WH-02),728,211,$280.52
MOD-46651,Keyboard - Mid-Tower,Regional Depot (WH-02),2844,336,$611.44
PWR-10192,RAM - Wireless,Central Hub (WH-01),2384,413,$66.71
COMP-12142,Cooling Fan - 27-inch 4K,Regional Depot (WH-02),1356,29,$96.06
PRD-HW-94219,Power Supply - 32GB DDR5,Regional Depot (WH-02),2320,321,$100.47
PWR-96877,Keyboard - RTX 4070,Regional Depot (WH-02),4551,415,$623.81
PWR-1543,Case - Mechanical RGB,Central Hub (WH-01),3970,383,$61.39
PRD-HW-14204,GPU - Intel Core i7,West Coast Dist,101,40,$514.23
PWR-24030,GPU - 32GB DDR5,Express Logistics (WH-03),89,129,$569.73
SKU-EL-52533,Power Supply - USB-C 2m,Central Hub (WH-01),4563,77,$349.26
SKU-EL-16071,GPU - Mechanical RGB,West Coast Dist,3998,55,$67.73
PRD-HW-86778,Motherboard - Intel Core i7,Regional Depot (WH-02),4785,77,$226.18
COMP-87482,CPU - 32GB DDR5,East Coast Fulfillment,2758,199,$581.18
PRD-HW-24437,Mouse - RTX 4070,West Coast Dist,1894,341,$586.88
SKU-EL-89125,Case - USB-C 2m,Central Hub (WH-01),4360,174,$401.76
SKU-EL-88805,RAM - 27-inch 4K,West Coast Dist,1850,221,$157.46
SKU-EL-6561,Monitor - Mid-Tower,West Coast Dist,486,147,$143.33
MOD-18989,Power Supply - RTX 4070,East Coast Fulfillment,2118,418,$522.91
PWR-83143,Cooling Fan - USB-C 2m,Express Logistics (WH-03),4541,378,$509.04
SKU-EL-11553,Keyboard - 1TB NVMe,East Coast Fulfillment,98,458,$147.83
PRD-HW-32235,GPU - Mid-Tower,Express Logistics (WH-03),1720,428,$553.27
COMP-21763,Power Supply - 850W Gold,East Coast Fulfillment,2347,78,$34.50
COMP-60141,Power Supply - USB-C 2m,Express Logistics (WH-03),1792,427,$28.37
PRD-HW-98108,HDD - 2TB 7200RPM,Central Hub (WH-01),631,137,$429.86
PRD-HW-29327,Cable - 1TB NVMe,Express Logistics (WH-03),3793,424,$654.40
COMP-42688,SSD - 850W Gold,Express Logistics (WH-03),3081,385,$652.79
PWR-49895,Cooling Fan - Mechanical RGB,Central Hub (WH-01),904,173,$784.50
PWR-32141,Cable - 1TB NVMe,Central Hub (WH-01),323,293,$24.31
PWR-52011,Case - Intel Core i7,West Coast Dist,3137,423,$544.93
PRD-HW-52384,Cable - USB-C 2m,East Coast Fulfillment,1475,142,$602.75
COMP-1258,SSD - 27-inch 4K,East Coast Fulfillment,3782,449,$144.54
MOD-59665,GPU - 32GB DDR5,East Coast Fulfillment,4229,244,$194.81
PRD-HW-36706,Cooling Fan - 2TB 7200RPM,West Coast Dist,4651,225,$786.24
COMP-25148,Mouse - 1TB NVMe,East Coast Fulfillment,2570,172,$179.92
MOD-8017,Keyboard - Wireless,Express Logistics (WH-03),3735,69,$78.76
PWR-99005,Cable - 27-inch 4K,East Coast Fulfillment,1406,381,$564.65
PWR-16334,Motherboard - 2TB 7200RPM,Central Hub (WH-01),3692,108,$524.38
PWR-8891,Monitor - RTX 4070,Central Hub (WH-01),4238,252,$568.90
PRD-HW-14112,Keyboard - 850W Gold,East Coast Fulfillment,2996,38,$448.98
PWR-83261,Power Supply - Mid-Tower,Central Hub (WH-01),1098,235,$789.23
PWR-25293,Keyboard - RTX 4070,Express Logistics (WH-03),2509,494,$728.89
COMP-87557,Cooling Fan - 27-inch 4K,East Coast Fulfillment,2934,272,$686.21
PWR-83317,Motherboard - Mid-Tower,Regional Depot (WH-02),638,223,$337.60
COMP-7107,HDD - 2TB 7200RPM,Central Hub (WH-01),4669,251,$65.49
MOD-44636,HDD - 32GB DDR5,Express Logistics (WH-03),4793,186,$237.61
COMP-77306,Motherboard - Mid-Tower,Express Logistics (WH-03),3324,464,$388.30
MOD-81752,Motherboard - RTX 4070,West Coast Dist,4396,445,$509.42
COMP-81204,RAM - Mid-Tower,East Coast Fulfillment,583,433,$247.35
COMP-82642,RAM - Intel Core i7,Regional Depot (WH-02),3818,179,$127.93
SKU-EL-3817,Motherboard - 120mm PWM,West Coast Dist,3202,303,$428.27
PWR-1962,Keyboard - RTX 4070,Express Logistics (WH-03),861,283,$536.29
MOD-33519,Mouse - 27-inch 4K,Central Hub (WH-01),3889,496,$578.09
MOD-89067,Mouse - RTX 4070,East Coast Fulfillment,3298,262,$532.85
SKU-EL-40827,Cooling Fan - Mechanical RGB,Express Logistics (WH-03),3012,412,$498.74
PRD-HW-72689,SSD - 120mm PWM,Express Logistics (WH-03),4423,133,$384.33
PWR-99676,Cable - 850W Gold,Express Logistics (WH-03),2173,461,$600.01
SKU-EL-86628,HDD - 120mm PWM,West Coast Dist,3850,434,$103.06
SKU-EL-89183,Power Supply - RTX 4070,East Coast Fulfillment,3741,14,$124.67
PRD-HW-44383,Keyboard - 850W Gold,West Coast Dist,3182,161,$394.78
COMP-20059,CPU - Mechanical RGB,Express Logistics (WH-03),1391,74,$417.57
MOD-10428,HDD - 120mm PWM,East Coast Fulfillment,1396,455,$725.42
COMP-62361,RAM - RTX 4070,Regional Depot (WH-02),4952,433,$32.03
COMP-39046,Keyboard - 850W Gold,Central Hub (WH-01),4075,11,$318.82
MOD-4828,Cable - 1TB NVMe,Express Logistics (WH-03),3362,367,$386.17
SKU-EL-92207,Cable - 27-inch 4K,Central Hub (WH-01),1450,68,$307.29
PRD-HW-4818,Motherboard - Wireless,Regional Depot (WH-02),749,257,$405.60
MOD-28764,SSD - RTX 4070,East Coast Fulfillment,2062,300,$738.44
COMP-45928,HDD - Mid-Tower,West Coast Dist,1214,330,$91.34
MOD-91443,GPU - ATX,West Coast Dist,1367,424,$458.15
PRD-HW-56572,Cooling Fan - 120mm PWM,Regional Depot (WH-02),3166,448,$288.61
PWR-98633,Case - Mid-Tower,East Coast Fulfillment,894,147,$521.87
PRD-HW-22566,HDD - Mid-Tower,Central Hub (WH-01),2328,462,$338.26
SKU-EL-44108,Keyboard - 850W Gold,Central Hub (WH-01),3430,29,$281.71
PWR-20599,Monitor - Mid-Tower,Express Logistics (WH-03),2793,42,$275.10
MOD-26997,Power Supply - ATX,East Coast Fulfillment,3187,64,$569.81
PWR-82064,Motherboard - Intel Core i7,East Coast Fulfillment,4791,118,$541.92
MOD-91476,Cable - Intel Core i7,West Coast Dist,4197,377,$528.48
COMP-31938,Keyboard - Intel Core i7,West Coast Dist,4216,205,$513.39
PWR-97937,SSD - 850W Gold,Regional Depot (WH-02),2363,198,$235.05
COMP-52285,Power Supply - 2TB 7200RPM,Central Hub (WH-01),2817,117,$410.35
MOD-47774,Power Supply - Wireless,Express Logistics (WH-03),3690,84,$58.08
MOD-58530,Case - 27-inch 4K,Central Hub (WH-01),1024,465,$57.39
MOD-21577,RAM - Wireless,Regional Depot (WH-02),176,266,$482.83
SKU-EL-64451,GPU - ATX,Express Logistics (WH-03),1785,176,$300.92
PWR-78158,Mouse - USB-C 2m,West Coast Dist,762,216,$569.92
COMP-92293,CPU - Intel Core i7,Regional Depot (WH-02),4171,274,$265.50
PRD-HW-89456,HDD - 1TB NVMe,Central Hub (WH-01),1543,283,$234.47
COMP-30929,HDD - RTX 4070,East Coast Fulfillment,2349,268,$689.46
COMP-3246,Monitor - 32GB DDR5,Regional Depot (WH-02),2994,285,$436.73
SKU-EL-27988,SSD - Mid-Tower,Central Hub (WH-01),997,125,$566.72
PWR-27105,Cable - Intel Core i7,Express Logistics (WH-03),2311,271,$209.48
MOD-33776,Mouse - 27-inch 4K,East Coast Fulfillment,3837,15,$574.27
SKU-EL-6933,Power Supply - USB-C 2m,Regional Depot (WH-02),1890,158,$97.08
SKU-EL-84857,Power Supply - Intel Core i7,Express Logistics (WH-03),4337,404,$234.29
SKU-EL-94075,GPU - 32GB DDR5,Regional Depot (WH-02),2483,157,$75.07
MOD-53023,GPU - 27-inch 4K,Central Hub (WH-01),464,333,$294.21
PWR-30314,Power Supply - RTX 4070,Central Hub (WH-01),355,346,$62.60
PWR-56162,HDD - 1TB NVMe,East Coast Fulfillment,3986,464,$718.25
PRD-HW-52828,Cooling Fan - 32GB DDR5,West Coast Dist,4445,34,$389.07
SKU-EL-16387,HDD - 1TB NVMe,Central Hub (WH-01),142,142,$477.36
PWR-18067,GPU - 32GB DDR5,Express Logistics (WH-03),3496,53,$338.62
COMP-66935,RAM - ATX,West Coast Dist,3242,223,$546.14
COMP-4993,Cooling Fan - USB-C 2m,Regional Depot (WH-02),761,457,$217.23
PWR-95361,Cable - 850W Gold,East Coast Fulfillment,3199,101,$401.11
SKU-EL-51807,Cooling Fan - 850W Gold,Regional Depot (WH-02),2660,407,$564.90
PRD-HW-92758,Mouse - ATX,Central Hub (WH-01),4215,371,$237.52
COMP-65212,Case - 2TB 7200RPM,East Coast Fulfillment,3962,290,$194.21
SKU-EL-27445,RAM - Wireless,Express Logistics (WH-03),813,238,$107.80
COMP-90961,Power Supply - 2TB 7200RPM,Express Logistics (WH-03),66,77,$466.28
PWR-40511,Monitor - 120mm PWM,East Coast Fulfillment,1702,428,$131.19
MOD-45797,Monitor - 1TB NVMe,West Coast Dist,1999,131,$711.35
COMP-35392,Cable - USB-C 2m,Regional Depot (WH-02),4881,336,$169.49
SKU-EL-55650,Keyboard - 1TB NVMe,East Coast Fulfillment,2901,338,$777.41
SKU-EL-58548,HDD - USB-C 2m,West Coast Dist,1979,228,$376.86
MOD-12670,Mouse - Mechanical RGB,Express Logistics (WH-03),485,106,$672.37
COMP-55538,Power Supply - 1TB NVMe,West Coast Dist,4778,493,$203.07
PWR-25413,Motherboard - ATX,Express Logistics (WH-03),1492,117,$214.98
PRD-HW-33738,Keyboard - 120mm PWM,West Coast Dist,254,290,$687.88
PWR-35463,GPU - RTX 4070,West Coast Dist,4144,458,$52.25
MOD-41150,HDD - 1TB NVMe,Regional Depot (WH-02),3258,115,$525.66
MOD-21200,Power Supply - Wireless,East Coast Fulfillment,3282,401,$422.64
SKU-EL-39004,HDD - Intel Core i7,Central Hub (WH-01),3838,244,$704.60
MOD-23477,Motherboard - ATX,East Coast Fulfillment,3653,267,$617.86
COMP-36253,GPU - 32GB DDR5,Regional Depot (WH-02),2559,474,$790.28
PWR-87716,SSD - Mid-Tower,Regional Depot (WH-02),300,297,$88.84
SKU-EL-21974,Monitor - 1TB NVMe,East Coast Fulfillment,2742,143,$600.34
PWR-38556,Cable - ATX,Central Hub (WH-01),3638,350,$431.15
MOD-8566,Motherboard - RTX 4070,Central Hub (WH-01),250,337,$251.63
PRD-HW-51810,SSD - Mid-Tower,East Coast Fulfillment,2949,410,$714.21
MOD-47674,RAM - Wireless,East Coast Fulfillment,2760,411,$318.02
SKU-EL-34593,Cable - 2TB 7200RPM,West Coast Dist,1895,144,$362.42
SKU-EL-67375,HDD - 120mm PWM,East Coast Fulfillment,1960,19,$457.28
PRD-HW-33007,Cable - Mechanical RGB,Central Hub (WH-01),2284,275,$397.83
PWR-53494,Case - Mechanical RGB,Central Hub (WH-01),1347,91,$82.76
COMP-48672,Case - 850W Gold,Regional Depot (WH-02),3294,57,$418.93
MOD-52938,CPU - USB-C 2m,Central Hub (WH-01),3002,417,$343.79
COMP-76912,GPU - Wireless,West Coast Dist,1886,291,$436.72
PWR-74754,Motherboard - 2TB 7200RPM,Regional Depot (WH-02),3505,359,$748.98
PRD-HW-69594,Case - Mid-Tower,Regional Depot (WH-02),4436,20,$565.65
SKU-EL-2591,Cable - 32GB DDR5,Central Hub (WH-01),828,230,$485.33
MOD-1145,Cooling Fan - Mid-Tower,Regional Depot (WH-02),922,415,$744.08
PWR-14865,Cable - ATX,Express Logistics (WH-03),266,387,$82.72
COMP-61789,GPU - 1TB NVMe,Central Hub (WH-01),2969,253,$196.66
SKU-EL-59192,Power Supply - 2TB 7200RPM,Central Hub (WH-01),1233,297,$593.33
PWR-90005,SSD - RTX 4070,Express Logistics (WH-03),4711,377,$229.05
SKU-EL-59048,Motherboard - 1TB NVMe,Central Hub (WH-01),3930,159,$25.84
PWR-75674,RAM - Mid-Tower,Central Hub (WH-01),1291,252,$566.07
PWR-69901,Case - RTX 4070,Central Hub (WH-01),4492,191,$63.35
PRD-HW-21334,Power Supply - 32GB DDR5,Central Hub (WH-01),136,320,$453.13
PRD-HW-31376,RAM - 1TB NVMe,West Coast Dist,2596,155,$417.64
SKU-EL-56293,Keyboard - RTX 4070,Express Logistics (WH-03),3749,209,$47.54
COMP-31584,CPU - 32GB DDR5,West Coast Dist,1069,442,$669.12
PRD-HW-62403,Keyboard - 120mm PWM,West Coast Dist,725,455,$788.97
PRD-HW-36678,Power Supply - Intel Core i7,East Coast Fulfillment,4519,244,$141.07
PWR-97056,CPU - 27-inch 4K,Central Hub (WH-01),1782,68,$627.84
PRD-HW-41775,Keyboard - 1TB NVMe,East Coast Fulfillment,3845,28,$517.94
COMP-41832,Monitor - 120mm PWM,East Coast Fulfillment,1418,363,$100.20
COMP-55851,Keyboard - 2TB 7200RPM,Central Hub (WH-01),3855,470,$342.24
SKU-EL-99912,Cooling Fan - USB-C 2m,West Coast Dist,3791,161,$229.43
COMP-79898,Case - 120mm PWM,Express Logistics (WH-03),2583,279,$544.37
SKU-EL-4996,Monitor - 32GB DDR5,West Coast Dist,4323,182,$61.75
COMP-54389,RAM - 27-inch 4K,East Coast Fulfillment,1044,109,$699.58
PWR-71121,GPU - 120mm PWM,Regional Depot (WH-02),1042,409,$279.50
PRD-HW-43293,HDD - 850W Gold,Express Logistics (WH-03),1922,316,$171.37
MOD-42778,Power Supply - Mechanical RGB,Express Logistics (WH-03),4355,478,$293.18
COMP-60315,HDD - 850W Gold,Express Logistics (WH-03),2672,110,$616.75
SKU-EL-30049,CPU - ATX,Central Hub (WH-01),1221,166,$742.66
SKU-EL-40825,Power Supply - 2TB 7200RPM,East Coast Fulfillment,2461,309,$185.98
SKU-EL-58949,SSD - 32GB DDR5,Express Logistics (WH-03),4827,344,$610.13
PRD-HW-79712,Cable - 120mm PWM,Express Logistics (WH-03),3412,76,$733.01
SKU-EL-51160,GPU - 2TB 7200RPM,East Coast Fulfillment,1771,88,$748.95
PRD-HW-71968,Keyboard - Intel Core i7,East Coast Fulfillment,3054,328,$371.61
PWR-94797,Case - 1TB NVMe,Central Hub (WH-01),479,392,$95.65
PWR-32659,Motherboard - 27-inch 4K,East Coast Fulfillment,28,302,$402.26
PRD-HW-4007,Cooling Fan - 1TB NVMe,Central Hub (WH-01),758,498,$315.30
PWR-48098,Case - 850W Gold,West Coast Dist,979,171,$686.94
PWR-1246,CPU - 32GB DDR5,Central Hub (WH-01),3963,18,$394.96
MOD-84646,GPU - 850W Gold,Express Logistics (WH-03),2022,236,$252.94
COMP-63857,GPU - USB-C 2m,Regional Depot (WH-02),4264,159,$300.39
COMP-86353,Case - 120mm PWM,East Coast Fulfillment,3936,207,$456.24
SKU-EL-40300,GPU - Mid-Tower,East Coast Fulfillment,4833,342,$373.72
SKU-EL-54853,Keyboard - Wireless,Express Logistics (WH-03),892,180,$744.36
COMP-82582,Mouse - Mid-Tower,Regional Depot (WH-02),974,492,$652.35
MOD-94134,Mouse - 2TB 7200RPM,West Coast Dist,3830,332,$494.27
MOD-14722,CPU - 27-inch 4K,Express Logistics (WH-03),2406,206,$560.36
SKU-EL-38761,Motherboard - 27-inch 4K,Regional Depot (WH-02),2904,311,$569.30
PRD-HW-87547,Monitor - Intel Core i7,West Coast Dist,4668,180,$501.36
SKU-EL-43375,HDD - Mechanical RGB,East Coast Fulfillment,2066,232,$10.73
COMP-73386,Monitor - 27-inch 4K,Central Hub (WH-01),3144,53,$277.23
COMP-56505,GPU - 2TB 7200RPM,East Coast Fulfillment,4005,49,$239.33
PRD-HW-42349,Cable - Mid-Tower,Express Logistics (WH-03),3721,54,$116.81
PWR-90267,Keyboard - Mechanical RGB,West Coast Dist,4469,111,$651.32
MOD-55349,Cable - 32GB DDR5,West Coast Dist,4904,333,$405.20
SKU-EL-28116,Case - 27-inch 4K,Central Hub (WH-01),3738,487,$429.43
PRD-HW-62528,Monitor - 27-inch 4K,Central Hub (WH-01),419,301,$456.43
SKU-EL-20096,Power Supply - 1TB NVMe,Express Logistics (WH-03),1179,62,$125.76
PWR-29321,Mouse - Wireless,East Coast Fulfillment,1606,48,$346.20
COMP-14390,GPU - 850W Gold,East Coast Fulfillment,558,383,$637.93
SKU-EL-23731,Case - Mid-Tower,East Coast Fulfillment,1762,432,$383.59
COMP-50479,Case - Mechanical RGB,Express Logistics (WH-03),2482,430,$111.31
PWR-99285,Cooling Fan - ATX,East Coast Fulfillment,4199,140,$33.06
PRD-HW-51445,CPU - Mechanical RGB,Express Logistics (WH-03),969,127,$336.60
PWR-84311,Monitor - 27-inch 4K,West Coast Dist,845,145,$236.48
PWR-35322,CPU - Mid-Tower,East Coast Fulfillment,1610,117,$112.95
PWR-83175,Keyboard - RTX 4070,Express Logistics (WH-03),2086,80,$92.92
PWR-30943,Motherboard - 27-inch 4K,Express Logistics (WH-03),1545,440,$544.68
PWR-52098,Cable - 27-inch 4K,West Coast Dist,578,265,$88.96
PWR-27677,SSD - 120mm PWM,West Coast Dist,3467,162,$704.08
PRD-HW-66644,CPU - 2TB 7200RPM,Express Logistics (WH-03),4510,202,$129.51
COMP-33111,RAM - 2TB 7200RPM,West Coast Dist,501,46,$628.02
PWR-31375,Cable - 2TB 7200RPM,West Coast Dist,3750,312,$580.00
SKU-EL-26231,Cooling Fan - Mechanical RGB,West Coast Dist,4218,68,$155.00
MOD-44471,Keyboard - 32GB DDR5,East Coast Fulfillment,334,157,$688.60
